season,series_id,series_name,mode,use,species,planting_type,seeds_per_hole,young_plants_tray,sowing_date,planting_date,first_harvest_date,last_harvest_date,block_area,block_density,block_spacing_rows,block_spacing_plants,bed_length,bed_density,bed_rows,bed_spacing_plants,finished,harvest_unit,yield_expected_area,variety_name,variety_part
2025,,Achillée millefeuille S10,open-field,bed,Achillée millefeuille,young-plant,3.0,Plaque de 100,2025-02-10,2025-03-10,2025-05-05,2025-10-20,,,,,10.0,,1.0,50.0,,bunch,1.0,Achillée millefeuille,100
2026,,Achillée millefeuille S10,open-field,bed,Achillée millefeuille,young-plant,3.0,Plaque de 100,2026-02-09,2026-03-09,2026-05-04,2026-10-19,,,,,10.0,,1.0,50.0,,bunch,1.0,Achillée millefeuille,100
2025,,Agastache anisée S10,open-field,bed,Agastache,young-plant,3.0,Plaque de 100,2025-02-10,2025-03-10,2025-05-05,2025-10-20,,,,,10.0,,1.0,50.0,,bunch,1.0,Agastache fenouil,100
2026,,Agastache anisée S10,open-field,bed,Agastache,young-plant,3.0,Plaque de 100,2026-02-09,2026-03-09,2026-05-04,2026-10-19,,,,,10.0,,1.0,50.0,,bunch,1.0,Agastache fenouil,100
2025,,Agastache menthe S10,open-field,bed,Agastache menthe,young-plant,3.0,Plaque de 100,2025-02-10,2025-03-10,2025-05-05,2025-05-05,,,,,10.0,,1.0,50.0,,bunch,1.0,Agastache menthe,100
2026,,Agastache menthe S10,open-field,bed,Agastache menthe,young-plant,3.0,Plaque de 100,2026-02-09,2026-03-09,2026-05-04,2026-05-04,,,,,10.0,,1.0,50.0,,bunch,1.0,Agastache menthe,100
2024,,Ail faux poireau Ail éléphant S39,open-field,bed,Poireau perpétuel,sowing,,,2024-09-23,,2025-05-05,2025-07-07,,,,,28.3,,2.0,10.0,,kg,0.6,Ail éléphant,100
2025,,Ail faux poireau S50,open-field,bed,Poireau perpétuel,sowing,,,2025-12-15,,2026-06-22,2026-07-13,,,,,24.0,,2.0,10.0,,kg,0.6,Ail éléphant,100
2024,,Ail S39,open-field,bed,Ail,sowing,,,2024-09-23,,2025-04-07,2025-04-28,,,,,85.0,,5.0,19.0,,kg,0.30000000000000004,Ail,100
2025,,Ail S50,open-field,bed,Ail,sowing,,,2025-12-15,,2026-06-22,2026-07-13,,,,,168.0,,5.0,19.0,,kg,0.30000000000000004,Ail,100
2025,,Angélique officinale S10,open-field,bed,Angélique officinale,young-plant,3.0,Plaque de 100,2025-02-10,2025-03-10,2025-05-05,2025-10-20,,,,,10.0,,1.0,50.0,,bunch,1.0,Angélique officinale,100
2026,,Angélique officinale S10,open-field,bed,Angélique officinale,young-plant,3.0,Plaque de 100,2026-02-09,2026-03-09,2026-05-04,2026-10-19,,,,,10.0,,1.0,50.0,,bunch,1.0,Angélique officinale,100
2026,,Aubergine de la ferme Baluroi S14,greenhouse,bed,Aubergine,young-plant,1.0,Plaque de 32,2026-01-12,2026-04-06,2026-06-29,2026-10-12,,,,,105.0,,1.0,40.0,,kg,3.0,Baluroi,100
2025,,Aubergine élevée Baluroi S14,greenhouse,bed,Aubergine,young-plant,1.0,Plaque de 32,2025-01-13,2025-04-07,2025-06-30,2025-10-13,,,,,63.0,,1.0,40.0,,kg,3.0,Baluroi,100
2025,,Aubergine plants Alexandra S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2025-04-07,2025-06-30,2025-10-13,,,,,18.0,,1.0,40.0,,kg,3.0,Alexandra,100
2026,,Aubergine plants Alexandra S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2026-04-06,2026-06-29,2026-10-12,,,,,30.0,,1.0,40.0,,kg,3.0,Alexandra,100
2025,,Aubergine plants Amalia S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2025-04-07,2025-06-30,2025-10-13,,,,,54.0,,1.0,40.0,,kg,3.0,Amalia,100
2026,,Aubergine plants Amalia S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2026-04-06,2026-06-29,2026-10-12,,,,,90.0,,1.0,40.0,,kg,3.0,Amalia,100
2025,,Aubergine plants Diamond S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2025-04-07,2025-06-30,2025-10-13,,,,,36.0,,1.0,40.0,,kg,3.0,Diamond,100
2026,,Aubergine plants Diamond S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2026-04-06,2026-06-29,2026-10-12,,,,,60.0,,1.0,40.0,,kg,3.0,Diamond,100
2025,,Aubergine plants Louisiana long green S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2025-04-07,2025-06-30,2025-10-13,,,,,9.0,,1.0,40.0,,kg,3.0,Louisiana long green,100
2026,,Aubergine plants Louisiana long green S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2026-04-06,2026-06-29,2026-10-12,,,,,15.0,,1.0,40.0,,kg,3.0,Louisiana long green,100
2025,,Aubergine plants Shakira S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2025-04-07,2025-06-30,2025-10-13,,,,,54.0,,1.0,40.0,,kg,3.0,Shakira,100
2026,,Aubergine plants Shakira S14,greenhouse,bed,Aubergine,young-plant-bought,,Plaque de 50,,2026-04-06,2026-06-29,2026-10-12,,,,,90.0,,1.0,40.0,,kg,3.0,Shakira,100
2025,,Basilic Citron vert S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2025-03-24,2025-04-28,2025-06-23,2025-09-15,,,,,3.2,,1.0,30.0,,bunch,6.7,Citron vert,100
2025,,Basilic Grand vert S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2025-03-24,2025-04-28,2025-06-23,2025-09-15,,,,,73.5,,1.0,30.0,,bunch,6.7,Grand vert,100
2026,,Basilic Grand vert S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,105.0,,1.0,30.0,,bunch,6.7,Grand vert,100
2025,,Basilic Osmin S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2025-03-24,2025-04-28,2025-06-23,2025-09-15,,,,,3.2,,1.0,30.0,,bunch,6.7,Osmin,100
2026,,Basilic Osmin S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,4.5,,1.0,30.0,,bunch,6.7,Osmin,100
2026,,Basilic plant amateur Grand vert S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,240.0,,1.0,100.0,,unit,1.0,Grand vert,100
2026,,Basilic plant amateur Thaï S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,60.0,,1.0,100.0,,unit,1.0,Thaï,100
2026,,Basilic Réglisse S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,4.5,,1.0,30.0,,bunch,6.7,Réglisse,100
2025,,Basilic Thaï S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2025-03-24,2025-04-28,2025-06-23,2025-09-15,,,,,7.4,,1.0,30.0,,bunch,6.7,Thaï,100
2026,,Basilic Thaï S17,greenhouse,bed,Basilic,young-plant,7.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,10.5,,1.0,30.0,,bunch,6.7,Thaï,100
2025,,Betterave plantée précoce Bolivar S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2025-01-06,2025-02-17,2025-06-09,2025-06-16,,,,,48.0,,1.0,10.0,,kg,3.0,Bolivar,100
2026,,Betterave plantée précoce Bolivar S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2026-01-05,2026-02-16,2026-06-08,2026-06-15,,,,,48.0,,1.0,10.0,,kg,3.0,Bolivar,100
2025,,Betterave plantée précoce Manzu F1 S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2025-01-06,2025-02-17,2025-06-09,2025-06-16,,,,,163.2,,1.0,10.0,,kg,3.0,Manzu F1,100
2026,,Betterave plantée précoce Manzu F1 S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2026-01-05,2026-02-16,2026-06-08,2026-06-15,,,,,163.2,,1.0,10.0,,kg,3.0,Manzu F1,100
2025,,Betterave plantée précoce Monika S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2025-01-06,2025-02-17,2025-06-09,2025-06-16,,,,,259.2,,1.0,10.0,,kg,3.0,Monika,100
2026,,Betterave plantée précoce Monika S7,open-field,bed,Betterave,young-plant,3.0,Plaque de 100,2026-01-05,2026-02-16,2026-06-08,2026-06-15,,,,,259.2,,1.0,10.0,,kg,3.0,Monika,100
2025,,Betterave semée Boldor S20,open-field,bed,Betterave,sowing,,,2025-05-19,,2025-09-08,2025-12-22,,,,,79.6,,3.0,3.0,,kg,2.3,Boldor,100
2026,,Betterave semée Boldor S20,open-field,bed,Betterave,sowing,,,2026-05-18,,2026-09-07,2026-12-21,,,,,79.6,,3.0,3.0,,kg,2.3,Boldor,100
2025,,Betterave semée de Chioggia S20,open-field,bed,Betterave,sowing,,,2025-05-19,,2025-09-08,2025-12-22,,,,,79.6,,3.0,3.0,,kg,2.3,de Chioggia,100
2026,,Betterave semée de Chioggia S20,open-field,bed,Betterave,sowing,,,2026-05-18,,2026-09-07,2026-12-21,,,,,79.6,,3.0,3.0,,kg,2.3,de Chioggia,100
2025,,Betterave semée Red Titan S20,open-field,bed,Betterave,sowing,,,2025-05-19,,2025-09-08,2025-12-22,,,,,298.7,,3.0,3.0,,kg,2.3,Red Titan,100
2026,,Betterave semée Red Titan S20,open-field,bed,Betterave,sowing,,,2026-05-18,,2026-09-07,2026-12-21,,,,,298.7,,3.0,3.0,,kg,2.3,Red Titan,100
2025,,Betterave semée Rhonda S20,open-field,bed,Betterave,sowing,,,2025-05-19,,2025-09-08,2025-12-22,,,,,497.8,,3.0,3.0,,kg,2.3,Rhonda,100
2026,,Betterave semée Rhonda S20,open-field,bed,Betterave,sowing,,,2026-05-18,,2026-09-07,2026-12-21,,,,,497.8,,3.0,3.0,,kg,2.3,Rhonda,100
2024,,Blé S44,open-field,block,Blé,sowing,,,2024-10-28,,2025-08-11,2025-08-18,35000.5,400.0,,,,,,,,kg,0.30000000000000004,Mélange acheté,100
2024,,Blé S44,open-field,block,Blé,sowing,,,2024-10-28,,2025-08-11,2025-08-18,617.0,400.0,,,,,,,,kg,0.30000000000000004,Population,100
2024,,Blé S44,open-field,block,Blé,sowing,,,2024-10-28,,2025-08-11,2025-08-18,2468.3,400.0,,,,,,,,kg,0.30000000000000004,Population,100
2025,,Blette plein champ Verte à carde jaune S10,open-field,bed,Blette,young-plant,1.0,Plaque de 100,2025-01-24,2025-03-10,2025-05-05,2025-07-21,,,,,30.0,,1.0,30.0,,kg,8.0,Verte à carde jaune,100
2026,,Blette plein champ Verte à carde jaune S10,open-field,bed,Blette,young-plant,1.0,Plaque de 100,2026-01-23,2026-03-09,2026-05-04,2026-07-20,,,,,30.0,,1.0,30.0,,kg,8.0,Verte à carde jaune,100
2025,,Blette plein champ Verte à carde rouge S10,open-field,bed,Blette,young-plant,1.0,Plaque de 100,2025-01-24,2025-03-10,2025-05-05,2025-07-21,,,,,30.0,,1.0,30.0,,kg,8.0,Verte à carde rouge,100
2026,,Blette plein champ Verte à carde rouge S10,open-field,bed,Blette,young-plant,1.0,Plaque de 100,2026-01-23,2026-03-09,2026-05-04,2026-07-20,,,,,30.0,,1.0,30.0,,kg,8.0,Verte à carde rouge,100
2025,,Blette sous abri d'Ampuis S10,greenhouse,bed,Blette,young-plant,1.0,Plaque de 100,2025-01-27,2025-03-10,2025-04-28,2025-07-28,,,,,30.0,,8.0,30.0,,kg,8.0,d'Ampuis,100
2026,,Blette sous abri d'Ampuis S10,greenhouse,bed,Blette,young-plant,1.0,Plaque de 100,2026-01-26,2026-03-09,2026-04-27,2026-11-30,,,,,30.0,,8.0,30.0,,kg,8.0,d'Ampuis,100
2025,,Blette sous abri race Berac S28,greenhouse,bed,Blette,young-plant,1.0,Plaque de 100,2025-06-02,2025-07-14,2025-09-01,2026-04-06,,,,,30.0,,8.0,30.0,,kg,8.0,race Berac,100
2026,,Blette sous abri race Berac S28,greenhouse,bed,Blette,young-plant,1.0,Plaque de 100,2026-06-01,2026-07-13,2026-08-31,2027-03-29,,,,,30.0,,8.0,30.0,,kg,8.0,race Berac,100
2025,,Capucine S23,open-field,bed,Capucine,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-07-28,2025-11-24,,,,,20.0,6.67,,,,kg,1.0,Naine,100
2026,,Capucine S23,open-field,bed,Capucine,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-07-27,2026-11-23,,,,,10.0,6.67,,,,kg,1.0,Naine,100
2025,,Céleri-rave Diamant S15,open-field,bed,Céleri-rave,young-plant,1.0,Plaque de 100,2025-03-17,2025-04-14,2025-09-15,2026-02-09,,,,,300.0,,1.0,30.0,,kg,3.0,Diamant,100
2026,,Céleri-rave Diamant S15,open-field,bed,Céleri-rave,young-plant,1.0,Plaque de 100,2026-03-16,2026-04-13,2026-09-14,2027-02-01,,,,,300.0,,1.0,30.0,,kg,3.0,Diamant,100
2025,,Céleri-rave Prinz S15,open-field,bed,Céleri-rave,young-plant,1.0,Plaque de 100,2025-03-17,2025-04-14,2025-09-15,2026-02-09,,,,,600.0,,1.0,30.0,,kg,3.0,Prinz,100
2026,,Céleri-rave Prinz S15,open-field,bed,Céleri-rave,young-plant,1.0,Plaque de 100,2026-03-16,2026-04-13,2026-09-14,2027-02-01,,,,,600.0,,1.0,30.0,,kg,3.0,Prinz,100
2025,,Chicorée Cornet d'Anjou V (scarole) S31,open-field,bed,Chicorée scarole,young-plant,1.0,Plaque de 100,2025-07-21,2025-08-04,2025-09-08,2025-11-10,,,,,30.0,,1.0,30.0,,unit,6.0,Cornet d'Anjou,100
2025,,Chicorée Fiero (rouge longue) S29,open-field,bed,Chicorée sauvage,young-plant,1.0,Plaque de 100,2025-07-07,2025-07-21,2025-08-25,2025-10-27,,,,,15.0,,1.0,30.0,,unit,6.0,Trevise Fiero,100
2025,,Chicorée Uranus (pain de sucre) S29,open-field,bed,Chicorée sauvage,young-plant,1.0,Plaque de 100,2025-07-07,2025-07-21,2025-08-25,2025-10-27,,,,,90.0,,1.0,30.0,,unit,6.0,Uranus,100
2026,,Chicorée Uranus (pain de sucre) S29,open-field,bed,Chicorée sauvage,young-plant,1.0,Plaque de 100,2026-07-06,2026-07-20,2026-08-24,2026-10-26,,,,,600.0,,1.0,30.0,,unit,6.0,Uranus,100
2026,,Chicorée Vespero F1 S29,open-field,bed,Chicorée sauvage,young-plant,1.0,Plaque de 100,2026-07-06,2026-07-20,2026-08-24,2026-10-26,,,,,400.0,,1.0,30.0,,unit,6.0,Vespero F1,100
2025,,Chou à choucroute Sarmello S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-09-08,2025-10-06,,,,,200.0,,1.0,50.0,,kg,1.9,Sarmello,100
2026,,Chou à choucroute Sarmello S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-09-07,2026-10-05,,,,,200.0,,1.0,50.0,,kg,1.9,Sarmello,100
2025,,Chou de Bruxelles Luminus été automne S23,open-field,bed,Chou de Bruxelles,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-11-10,2025-12-08,,,,,376.0,,1.0,50.0,,kg,1.0,Luminus,100
2025,,Chou de Bruxelles Martinu automne hiver S23,open-field,bed,Chou de Bruxelles,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-11-10,2025-12-08,,,,,278.3,,1.0,50.0,,kg,1.0,Martinus F1,100
2025,,Chou de Bruxelles Martinu automne hiver S23,open-field,bed,Chou de Bruxelles,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-11-10,2025-12-08,,,,,97.7,,1.0,50.0,,kg,1.0,Martinus F1,100
2026,,Chou de Bruxelles Martinu automne hiver S23,open-field,bed,Chou de Bruxelles,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-11-09,2026-12-07,,,,,750.0,,1.0,50.0,,kg,1.0,Martinus F1,100
2025,,Chou de Milan Alaska S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,400.0,,1.0,50.0,,kg,1.9,Alaska F1,100
2026,,Chou de Milan Cantasa F1 S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,25.0,,1.0,50.0,,kg,1.9,Cantasa F1,100
2025,,Chou de Milan Corripa S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,400.0,,1.0,50.0,,kg,1.9,Corripa F1,100
2026,,Chou de Milan Madlene F1 S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,400.0,,1.0,50.0,,kg,1.9,Madlene F1,100
2025,,Chou de Milan Utah S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,250.0,,1.0,50.0,,kg,1.9,Utah,100
2026,,Chou de Milan Wintessa F1 S23,open-field,bed,Chou de Milan,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,400.0,,1.0,50.0,,kg,1.9,Wintessa F1,100
2025,,Chou de Pontoise Deadon S23,open-field,bed,Chou de Pontoise,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,168.9,,1.0,50.0,,kg,1.9,Deadon F1,100
2025,,Chou de Pontoise Deadon S23,open-field,bed,Chou de Pontoise,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,581.1,,1.0,50.0,,kg,1.9,Deadon F1,100
2026,,Chou de Pontoise Deadon S23,open-field,bed,Chou de Pontoise,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,750.0,,1.0,50.0,,kg,1.9,Deadon F1,100
2025,,Chou fleur Alpen ou Akinen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,200.0,,1.0,50.0,,kg,1.9,Alpen F1,100
2026,,Chou fleur Alpen ou Akinen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,200.0,,1.0,50.0,,kg,1.9,Alpen F1,100
2025,,Chou fleur Bretten ou Clémen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,375.0,,1.0,50.0,,kg,1.9,Bretten,100
2026,,Chou fleur Bretten ou Clémen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,375.0,,1.0,50.0,,kg,1.9,Bretten,100
2025,,Chou fleur Cartier S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,250.0,,1.0,50.0,,kg,1.9,Cartier F1,100
2026,,Chou fleur Cartier S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,250.0,,1.0,50.0,,kg,1.9,Cartier F1,100
2025,,Chou fleur Darifen ou Caylen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,250.0,,1.0,50.0,,kg,1.9,Darifen,100
2026,,Chou fleur Darifen ou Caylen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,250.0,,1.0,50.0,,kg,1.9,Darifen,100
2025,,Chou fleur Delon F1 ou Darwin S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,500.0,,1.0,50.0,,kg,1.9,Delon F1,100
2026,,Chou fleur Delon F1 ou Darwin S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,500.0,,1.0,50.0,,kg,1.9,Delon F1,100
2025,,Chou fleur Kachen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,250.0,,1.0,50.0,,kg,1.9,Kachen,100
2026,,Chou fleur Kachen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,250.0,,1.0,50.0,,kg,1.9,Kachen,100
2025,,Chou fleur Koten S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,250.0,,1.0,50.0,,kg,1.9,Koten,100
2026,,Chou fleur Koten S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,250.0,,1.0,50.0,,kg,1.9,Koten,100
2025,,Chou fleur Leocen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,98.6,,1.0,50.0,,kg,1.9,Leocen,100
2025,,Chou fleur Leocen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,276.4,,1.0,50.0,,kg,1.9,Leocen,100
2026,,Chou fleur Leocen S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,375.0,,1.0,50.0,,kg,1.9,Leocen,100
2025,,Chou fleur Lestren S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-20,2025-12-22,,,,,375.0,,1.0,50.0,,kg,1.9,Lestren,100
2026,,Chou fleur Lestren S23,open-field,bed,Chou fleur,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-19,2026-12-21,,,,,375.0,,1.0,50.0,,kg,1.9,Lestren,100
2025,,Chou Kale Beurré Jalhay S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,60.0,,1.0,50.0,,kg,1.0,Beurré Jalhay,100
2026,,Chou Kale Beurré Jalhay S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,60.0,,1.0,50.0,,kg,1.0,Beurré Jalhay,100
2025,,Chou Kale Nérodi Toscana S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,60.0,,1.0,50.0,,kg,1.0,Nérodi Toscana,100
2026,,Chou Kale Nérodi Toscana S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,60.0,,1.0,50.0,,kg,1.0,Nérodi Toscana,100
2025,,Chou Kale Roter Krauser S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,60.0,,1.0,50.0,,kg,1.0,Frisé Roter Krauser,100
2026,,Chou Kale Roter Krauser S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,60.0,,1.0,50.0,,kg,1.0,Frisé Roter Krauser,100
2025,,Chou Kale Westlandse Winter S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,60.0,,1.0,50.0,,kg,1.0,Frisé Westlandse Winter,100
2026,,Chou Kale Westlandse Winter S23,open-field,bed,Chou kale,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,60.0,,1.0,50.0,,kg,1.0,Frisé Westlandse Winter,100
2025,,Chou pointu Caraflex S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-24,2025-05-05,2025-06-30,,,,,150.0,,1.0,50.0,,kg,1.9,Caraflex F1,100
2026,,Chou pointu Caraflex S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-23,2026-05-04,2026-06-29,,,,,150.0,,1.0,50.0,,kg,1.9,Caraflex F1,100
2025,,Chou pointu Chateaurenard S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-24,2025-05-05,2025-06-30,,,,,75.0,,1.0,50.0,,kg,1.9,Chateaurenard,100
2026,,Chou pointu Chateaurenard S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-23,2026-05-04,2026-06-29,,,,,75.0,,1.0,50.0,,kg,1.9,Chateaurenard,100
2025,,Chou pointu de Douarnenez S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-24,2025-05-05,2025-06-30,,,,,125.0,,1.0,50.0,,kg,1.9,de Douarnenez,100
2026,,Chou pointu de Douarnenez S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-23,2026-05-04,2026-06-29,,,,,125.0,,1.0,50.0,,kg,1.9,de Douarnenez,100
2025,,Chou pointu des vertus S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-24,2025-05-05,2025-06-30,,,,,100.0,,1.0,50.0,,kg,1.9,des vertus,100
2026,,Chou pointu des vertus S8,open-field,bed,Chou pointu,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-23,2026-05-04,2026-06-29,,,,,100.0,,1.0,50.0,,kg,1.9,des vertus,100
2025,,Chou pommé blanc Bloktor ou Kalistor S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,200.0,,1.0,50.0,,kg,1.9,Bloktor,100
2026,,Chou pommé blanc Bloktor ou Kalistor S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,200.0,,1.0,50.0,,kg,1.9,Bloktor,100
2025,,Chou pommé blanc Storidor ou Epicur S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,200.0,,1.0,50.0,,kg,1.9,Storidor,100
2026,,Chou pommé blanc Storidor ou Epicur S23,open-field,bed,Chou blanc,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,200.0,,1.0,50.0,,kg,1.9,Storidor,100
2025,,Chou rouge Rescue S23,open-field,bed,Chou rouge,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-10-06,2025-12-22,,,,,400.0,,1.0,50.0,,kg,1.9,Rescue,100
2026,,Chou rouge Rescue S23,open-field,bed,Chou rouge,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-10-05,2026-12-21,,,,,400.0,,1.0,50.0,,kg,1.9,Rescue,100
